Scientific name (BirdTree),Scientific name (Clements),wiki_species_1,wiki_species_2,wiki_species_3,wiki_species_4,wiki_species_5
Urocissa erythrorhyncha,Urocissa erythroryncha,Urocissa erythroryncha,Urocissa erythroryncha,,,
Urocissa flavirostris,Urocissa flavirostris,,,,,
Urocissa ornata,Urocissa ornata,,,,,
Urocissa whiteheadi,Urocissa whiteheadi,,,,,
Urocolius indicus,Urocolius indicus,,,,,
Urocolius macrourus,Urocolius macrourus,,,,,
Urocynchramus pylzowi,Urocynchramus pylzowi,Urocynchramus pylzowi,Urocynchramus pylzowi,,,
Eudynamys taitensis,Urodynamis taitensis,,,,,
Uroglaux dimorpha,Uroglaux dimorpha,,,,,
Urolais epichlorus,Urolais epichlorus,,,,,
Anairetes agilis,Uromyias agilis,Uromyias agilis,Uromyias agilis,,,
Anairetes agraphia,Uromyias agraphia,,,,,
Uropelia campestris,Uropelia campestris,,,,,
Uropsalis lyra,Uropsalis lyra,,,,,
Uropsalis segmentata,Uropsalis segmentata,,,,,
Uropsila leucogastra,Uropsila leucogastra,Uropsila leucogastra,Uropsila leucogastra,,,
Hemitesia neumanni,Urosphena neumanni,,,,,
Cettia pallidipes,Urosphena pallidipes,,,,,
Urosphena squameiceps,Urosphena squameiceps,Urosphena squameiceps,Urosphena squameiceps,,,
Urosphena subulata,Urosphena subulata,,,,,
Urosphena whiteheadi,Urosphena whiteheadi,Urosphena whiteheadi,Urosphena whiteheadi,,,
Urosticte benjamini,Urosticte benjamini,,,,,
Urosticte ruficrissa,Urosticte ruficrissa,,,,,
Urothraupis stolzmanni,Urothraupis stolzmanni,,,,,
Urotriorchis macrourus,Urotriorchis macrourus,,,,,
Vanellus albiceps,Vanellus albiceps,,,,,
Vanellus armatus,Vanellus armatus,,,,,
Vanellus cayanus,Vanellus cayanus,,,,,
Vanellus chilensis,Vanellus chilensis,,,,,
Vanellus cinereus,Vanellus cinereus,,,,,
Vanellus coronatus,Vanellus coronatus,,,,,
Vanellus crassirostris,Vanellus crassirostris,,,,,
Vanellus duvaucelii,Vanellus duvaucelii,,,,,
Vanellus gregarius,Vanellus gregarius,,,,,
Vanellus indicus,Vanellus indicus,,,,,
Vanellus leucurus,Vanellus leucurus,,,,,
Vanellus lugubris,Vanellus lugubris,,,,,
Vanellus malarbaricus,Vanellus malabaricus,,,,,
Vanellus melanocephalus,Vanellus melanocephalus,,,,,
Vanellus melanopterus,Vanellus melanopterus,,,,,
Vanellus miles,Vanellus miles,,,,,
Vanellus resplendens,Vanellus resplendens,,,,,
Vanellus senegallus,Vanellus senegallus,,,,,
Vanellus spinosus,Vanellus spinosus,,,,,
Vanellus superciliosus,Vanellus superciliosus,,,,,
Vanellus tectus,Vanellus tectus,,,,,
Vanellus tricolor,Vanellus tricolor,,,,,
Vanellus vanellus,Vanellus vanellus,,,,,
Vanga curvirostris,Vanga curvirostris,Vanga curvirostris,Vanga curvirostris,,,
Rhinomyias albigularis,Vauriella albigularis,,,,,
Rhinomyias goodfellowi,Vauriella goodfellowi,,,,,
Rhinomyias gularis,Vauriella gularis,,,,,
Rhinomyias insignis,Vauriella insignis,,,,,
Vermivora bachmanii,Vermivora bachmanii,,,,,
Vermivora chrysoptera,Vermivora chrysoptera,Vermivora chrysoptera,Vermivora chrysoptera,,,
Vermivora pinus,Vermivora cyanoptera,Vermivora cyanoptera,Certhia cyanoptera,Vermivora cyanoptera,,
Sasia africana,Verreauxia africana,,,,,
Vidua camerunensis,Vidua camerunensis,,,,,
Vidua chalybeata,Vidua chalybeata,Vidua chalybeata,Vidua chalybeata,,,
Vidua codringtoni,Vidua codringtoni,,,,,
Vidua fischeri,Vidua fischeri,,,,,
Vidua funerea,Vidua funerea,Vidua funerea,Vidua funerea,,,
Vidua hypocherina,Vidua hypocherina,,,,,
Vidua interjecta,Vidua interjecta,,,,,
Vidua larvaticola,Vidua larvaticola,,,,,
Vidua macroura,Vidua macroura,Vidua macroura,Fringilla macroura,Vidua macroura,,
Vidua maryae,Vidua maryae,,,,,
Vidua nigeriae,Vidua nigeriae,,,,,
Vidua obtusa,Vidua obtusa,,,,,
Vidua orientalis,Vidua orientalis,,,,,
Vidua paradisaea,Vidua paradisaea,,,,,
Vidua purpurascens,Vidua purpurascens,Vidua purpurascens,Vidua purpurascens,,,
Vidua raricola,Vidua raricola,,,,,
Vidua regia,Vidua regia,,,,,
Vidua togoensis,Vidua togoensis,,,,,
Vidua wilsoni,Vidua wilsoni,,,,,
Charmosyna amabilis,Vini amabilis,,,,,
Vini australis,Vini australis,,,,,
Vini kuhlii,Vini kuhlii,,,,,
Charmosyna meeki,Vini meeki,,,,,
Charmosyna palmarum,Vini palmarum,,,,,
Vini peruviana,Vini peruviana,,,,,
Charmosyna rubrigularis,Vini rubrigularis,,,,,
Vini stepheni,Vini stepheni,,,,,
Vini ultramarina,Vini ultramarina,,,,,
Vireo altiloquus,Vireo altiloquus,Vireo altiloquus,Vireo altiloquus,,,
Vireo atricapilla,Vireo atricapilla,Vireo atricapilla,Vireo atricapilla,,,
Vireo bairdi,Vireo bairdi,,,,,
Vireo bellii,Vireo bellii,Vireo bellii,Vireo bellii,,,
Vireo brevipennis,Vireo brevipennis,Vireo brevipennis,Vireo brevipennis,,,
Vireo caribaeus,Vireo caribaeus,Vireo caribaeus,Vireo caribaeus,,,
Vireo carmioli,Vireo carmioli,Vireo carmioli,Vireo carmioli,,,
Vireo cassinii,Vireo cassinii,Vireo cassinii,Vireo cassinii,,,
Vireo crassirostris,Vireo crassirostris,Vireo crassirostris,Vireo crassirostris,,,
Vireo flavifrons,Vireo flavifrons,Vireo flavifrons,Vireo flavifrons,,,
Vireo flavoviridis,Vireo flavoviridis,Vireo flavoviridis,Vireo flavoviridis,,,
Vireo gilvus,Vireo gilvus,Vireo gilvus,Vireo gilvus,,,
Vireo gracilirostris,Vireo gracilirostris,Vireo gracilirostris,Vireo gracilirostris,,,
Vireo griseus,Vireo griseus,Vireo griseus,Vireo griseus,,,
Vireo gundlachii,Vireo gundlachii,Vireo gundlachii,Vireo gundlachii,,,
Vireo huttoni,Vireo huttoni,Vireo huttoni,Vireo huttoni,,,
Vireo hypochryseus,Vireo hypochryseus,Vireo hypochryseus,Vireo hypochryseus,,,
Vireo latimeri,Vireo latimeri,Vireo latimeri,Vireo latimeri,,,
Vireo leucophrys,Vireo leucophrys,Vireo leucophrys,Vireo leucophrys,,,
Vireo magister,Vireo magister,Vireo magister,Vireo magister,,,
Vireo masteri,Vireo masteri,Vireo masteri,Vireo masteri,,,
Vireo modestus,Vireo modestus,Vireo modestus,Vireo modestus,,,
Vireo nanus,Vireo nanus,,,,,
Vireo nelsoni,Vireo nelsoni,Vireo nelsoni,Vireo nelsoni,,,
Vireo osburni,Vireo osburni,,,,,
Vireo pallens,Vireo pallens,Vireo pallens,Vireo pallens,,,
Vireo philadelphicus,Vireo philadelphicus,Vireo philadelphicus,Vireo philadelphicus,,,
Vireo plumbeus,Vireo plumbeus,Vireo plumbeus,Vireo plumbeus,,,
Hylophilus sclateri,Vireo sclateri,Vireo sclateri,Hylophilus sclateri,Vireo sclateri,,
Vireo solitarius,Vireo solitarius,Vireo solitarius,Vireo solitarius,,,
Vireo vicinior,Vireo vicinior,Vireo vicinior,Vireo vicinior,,,
Vireolanius eximius,Vireolanius eximius,Vireolanius eximius,Vireolanius eximius,,,
Vireolanius leucotis,Vireolanius leucotis,Vireolanius leucotis,Vireolanius leucotis,,,
Vireolanius melitophrys,Vireolanius melitophrys,Vireolanius melitophrys,Vireolanius melitophrys,,,
Vireolanius pulchellus,Vireolanius pulchellus,Vireolanius pulchellus,Vireolanius pulchellus,,,
Volatinia jacarina,Volatinia jacarina,Volatinia jacarina,Volatinia jacarina,,,
Melidectes whitemanensis,Vosea whitemanensis,,,,,
Vultur gryphus,Vultur gryphus,,,,,
Wetmorethraupis sterrhopteron,Wetmorethraupis sterrhopteron,,,,,
Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,Icterus xanthocephalus,Xanthocephalus xanthocephalus,,
Bernieria apperti,Xanthomixis apperti,,,,,
Bernieria cinereiceps,Xanthomixis cinereiceps,,,,,
Bernieria tenebrosa,Xanthomixis tenebrosa,,,,,
Bernieria zosterops,Xanthomixis zosterops,,,,,
Xanthopsar flavus,Xanthopsar flavus,Xanthopsar flavus,Xanthopsar flavus,,,
Xanthotis flaviventer,Xanthotis flaviventer,Xanthotis flaviventer,Xanthotis flaviventer,,,
Xanthotis macleayanus,Xanthotis macleayanus,Xanthotis macleayanus,Xanthotis macleayanus,,,
Xanthotis polygrammus,Xanthotis polygrammus,,,,,
Xema sabini,Xema sabini,,,,,
Xenerpestes minlosi,Xenerpestes minlosi,,,,,
Xenerpestes singularis,Xenerpestes singularis,Xenerpestes singularis,Xenerpestes singularis,,,
Xenicus gilviventris,Xenicus gilviventris,,,,,
Xenocopsychus ansorgei,Xenocopsychus ansorgei,,,,,
Xenodacnis parina,Xenodacnis parina,Xenodacnis parina,Xenodacnis parina,,,
Xenoglaux loweryi,Xenoglaux loweryi,,,,,
Xenoligea montana,Xenoligea montana,,,,,
Xenoperdix udzungwensis,Xenoperdix udzungwensis,,,,,
Xenopipo atronitens,Xenopipo atronitens,,,,,
Xenopipo uniformis,Xenopipo uniformis,Xenopipo uniformis,Chloropipo uniformis,Xenopipo uniformis,,
Xenopirostris damii,Xenopirostris damii,,,,,
Xenopirostris polleni,Xenopirostris polleni,,,,,
Xenopirostris xenopirostris,Xenopirostris xenopirostris,,,,,
Xenops minutus,Xenops minutus,Xenops minutus,Xenops minutus,,,
Xenops rutilans,Xenops rutilans,Xenops rutilans,Xenops rutilans,,,
Xenops tenuirostris,Xenops tenuirostris,Xenops tenuirostris,Xenops tenuirostris,,,
Xenopsaris albinucha,Xenopsaris albinucha,Xenopsaris albinucha,Xenopsaris albinucha,,,
Xenornis setifrons,Xenornis setifrons,Xenornis setifrons,Xenornis setifrons,,,
Xenospingus concolor,Xenospingus concolor,,,,,
Xenospiza baileyi,Xenospiza baileyi,,,,,
Xenotriccus callizonus,Xenotriccus callizonus,,,,,
Xenotriccus mexicanus,Xenotriccus mexicanus,Xenotriccus mexicanus,Xenotriccus mexicanus,,,
Xenus cinereus,Xenus cinereus,,,,,
Xiphidiopicus percussus,Xiphidiopicus percussus,,,,,
Xiphocolaptes albicollis,Xiphocolaptes albicollis,Xiphocolaptes albicollis,Xiphocolaptes albicollis,,,
Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,,,,,
Xiphocolaptes major,Xiphocolaptes major,Xiphocolaptes major,Xiphocolaptes major,,,
Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Dendrocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,,
Xipholena atropurpurea,Xipholena atropurpurea,,,,,
Xipholena lamellipennis,Xipholena lamellipennis,,,,,
Xipholena punicea,Xipholena punicea,,,,,
Xiphorhynchus elegans,Xiphorhynchus elegans,Xiphorhynchus elegans,Xiphorhynchus elegans,,,
Xiphorhynchus erythropygius,Xiphorhynchus erythropygius,Xiphorhynchus erythropygius,Xiphorhynchus erythropygius,,,
Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,Xiphorynchus flavigaster,,,
Xiphorhynchus guttatus,Xiphorhynchus guttatus,Xiphorhynchus guttatus,Dendrocolaptes guttatus,Xiphorhynchus guttatus,,
Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,,,
Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Dendrocolaptes obsoletus,Xiphorhynchus obsoletus,,
Xiphorhynchus ocellatus,Xiphorhynchus ocellatus,,,,,
Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,,,
Xiphorhynchus spixii,Xiphorhynchus spixii,Xiphorhynchus spixii,Xiphorhynchus spixii,,,
Xiphorhynchus susurrans,Xiphorhynchus susurrans,Xiphorhynchus susurrans,Xiphorhynchus susurrans,,,
Xiphorhynchus triangularis,Xiphorhynchus triangularis,Xiphorhynchus triangularis,Xiphorhynchus triangularis,,,
Xolmis irupero,Xolmis irupero,Xolmis irupero,Tyrannus irupero,Xolmis irupero,,
Xolmis velatus,Xolmis velatus,,,,,
Yuhina bakeri,Yuhina bakeri,,,,,
Yuhina brunneiceps,Yuhina brunneiceps,Yuhina brunneiceps,Yuhina brunneiceps,,,
Yuhina flavicollis,Yuhina flavicollis,,,,,
Yuhina gularis,Yuhina gularis,,,,,
Yuhina humilis,Yuhina humilis,,,,,
Yuhina nigrimenta,Yuhina nigrimenta,,,,,
Yuhina occipitalis,Yuhina occipitalis,,,,,
Dendrocopos canicapillus,Yungipicus canicapillus,,,,,
Dendrocopos kizuki,Yungipicus kizuki,,,,,
Dendrocopos maculatus,Yungipicus maculatus,,,,,
Dendrocopos moluccensis,Yungipicus moluccensis,,,,,
Dendrocopos nanus,Yungipicus nanus,,,,,
Dendrocopos ramsayi,Yungipicus ramsayi,,,,,
Dendrocopos temminckii,Yungipicus temminckii,,,,,
Phaenicophaeus javanicus,Zanclostomus javanicus,,,,,
Amaurornis akool,Zapornia akool,,,,,
Porzana atra,Zapornia atra,,,,,
Amaurornis bicolor,Zapornia bicolor,,,,,
Amaurornis flavirostra,Zapornia flavirostra,,,,,
Porzana fusca,Zapornia fusca,,,,,
Amaurornis olivieri,Zapornia olivieri,,,,,
Porzana parva,Zapornia parva,,,,,
Porzana paykullii,Zapornia paykullii,,,,,
Porzana pusilla,Zapornia pusilla,,,,,
Porzana tabuensis,Zapornia tabuensis,,,,,
Zaratornis stresemanni,Zaratornis stresemanni,,,,,
Zavattariornis stresemanni,Zavattariornis stresemanni,,,,,
Zebrilus undulatus,Zebrilus undulatus,,,,,
Zeledonia coronata,Zeledonia coronata,Zeledonia coronata,Zeledonia coronata,,,
Zenaida asiatica,Zenaida asiatica,,,,,
Zenaida auriculata,Zenaida auriculata,,,,,
Zenaida aurita,Zenaida aurita,,,,,
Zenaida galapagoensis,Zenaida galapagoensis,,,,,
Zenaida graysoni,Zenaida graysoni,,,,,
Zenaida macroura,Zenaida macroura,,,,,
Zenaida meloda,Zenaida meloda,,,,,
Geotrygon albifacies,Zentrygon albifacies,,,,,
Geotrygon carrikeri,Zentrygon carrikeri,,,,,
Geotrygon chiriquensis,Zentrygon chiriquensis,,,,,
Geotrygon costaricensis,Zentrygon costaricensis,,,,,
Geotrygon frenata,Zentrygon frenata,,,,,
Geotrygon goldmani,Zentrygon goldmani,,,,,
Geotrygon lawrencii,Zentrygon lawrencii,,,,,
Geotrygon linearis,Zentrygon linearis,,,,,
Zimmerius acer,Zimmerius acer,Zimmerius acer,Tyranniscus acer,Zimmerius acer,,
Zimmerius albigularis,Zimmerius albigularis,,,,,
Zimmerius bolivianus,Zimmerius bolivianus,,,,,
Zimmerius chrysops,Zimmerius chrysops,Zimmerius chrysops,Zimmerius chrysops,,,
Zimmerius cinereicapilla,Zimmerius cinereicapilla,,,,,
Zimmerius gracilipes,Zimmerius gracilipes,,,,,
Zonerodius heliosylus,Zonerodius heliosylus,,,,,
Zonotrichia albicollis,Zonotrichia albicollis,Zonotrichia albicollis,Zonotrichia albicollis,,,
Zonotrichia atricapilla,Zonotrichia atricapilla,Zonotrichia atricapilla,Emberiza atricapilla,Zonotrichia atricapilla,,
Zonotrichia capensis,Zonotrichia capensis,Zonotrichia capensis,Fringilla capensis,Zonotrichia capensis,,
Zonotrichia leucophrys,Zonotrichia leucophrys,Zonotrichia leucophrys,Emberiza leucophrys,Zonotrichia leucophrys,,
Zonotrichia querula,Zonotrichia querula,Zonotrichia querula,Zonotrichia querula,,,
Zoonavena grandidieri,Zoonavena grandidieri,,,,,
Zoonavena sylvatica,Zoonavena sylvatica,,,,,
Zoonavena thomensis,Zoonavena thomensis,,,,,
Zoothera andromedae,Zoothera andromedae,,,,,
Zoothera dixoni,Zoothera dixoni,,,,,
Zoothera everetti,Zoothera everetti,,,,,
Zoothera heinei,Zoothera heinei,,,,,
Geomalia heinrichi,Zoothera heinrichi,,,,,
Zoothera imbricata,Zoothera imbricata,,,,,
Zoothera lunulata,Zoothera lunulata,Zoothera lunulata,Turdus lunulatus,Zoothera lunulata,,
Zoothera machiki,Zoothera machiki,,,,,
Zoothera major,Zoothera major,Zoothera major,Zoothera major,,,
Zoothera margaretae,Zoothera margaretae,,,,,
Zoothera marginata,Zoothera marginata,,,,,
Zoothera monticola,Zoothera monticola,,,,,
Zoothera turipavae,Zoothera turipavae,,,,,
Zosterops albogularis,Zosterops albogularis,,,,,
Zosterops anomalus,Zosterops anomalus,,,,,
Zosterops atricapilla,Zosterops atricapilla,,,,,
Zosterops atriceps,Zosterops atriceps,Zosterops atriceps,Zosterops atriceps,,,
Zosterops atrifrons,Zosterops atrifrons,,,,,
Speirops brunneus,Zosterops brunneus,,,,,
Zosterops buruensis,Zosterops buruensis,,,,,
Zosterops ceylonensis,Zosterops ceylonensis,,,,,
Zosterops chloronothus,Zosterops chloronothos,,,,,
Zosterops citrinella,Zosterops citrinella,,,,,
Zosterops consobrinorum,Zosterops consobrinorum,,,,,
Zosterops conspicillatus,Zosterops conspicillatus,,,,,
Chlorocharis emiliae,Zosterops emiliae,Chlorocharis emiliae,,,,
Zosterops erythropleurus,Zosterops erythropleurus,Zosterops erythropleurus,Zosterops erythropleurus,,,
Zosterops everetti,Zosterops everetti,,,,,
Zosterops explorator,Zosterops explorator,,,,,
Zosterops finschii,Zosterops finschii,,,,,
Zosterops flavifrons,Zosterops flavifrons,,,,,
Zosterops flavus,Zosterops flavus,,,,,
Zosterops fuscicapilla,Zosterops fuscicapilla,,,,,
Zosterops gibbsi,Zosterops gibbsi,,,,,
Zosterops grayi,Zosterops grayi,,,,,
Zosterops griseotinctus,Zosterops griseotinctus,,,,,
Zosterops griseovirescens,Zosterops griseovirescens,,,,,
Zosterops hypolais,Zosterops hypolais,,,,,
Zosterops hypoxanthus,Zosterops hypoxanthus,,,,,
Zosterops inornatus,Zosterops inornatus,,,,,
Zosterops kuehni,Zosterops kuehni,,,,,
Woodfordia lacertosa,Zosterops lacertosus,,,,,
Zosterops lateralis,Zosterops lateralis,Zosterops lateralis,Sylvia lateralis,Zosterops lateralis,,
Speirops leucophoeus,Zosterops leucophaeus,,,,,
Speirops lugubris,Zosterops lugubris,,,,,
Zosterops luteirostris,Zosterops luteirostris,,,,,
Zosterops luteus,Zosterops luteus,Zosterops luteus,Zosterops luteus,,,
Zosterops mayottensis,Zosterops mayottensis,,,,,
Zosterops meeki,Zosterops meeki,,,,,
Speirops melanocephalus,Zosterops melanocephalus,,,,,
Zosterops metcalfii,Zosterops metcalfii,,,,,
Zosterops meyeni,Zosterops meyeni,,,,,
Zosterops minor,Zosterops minor,,,,,
Zosterops minutus,Zosterops minutus,,,,,
Zosterops modestus,Zosterops modestus,,,,,
Zosterops mouroniensis,Zosterops mouroniensis,,,,,
Zosterops murphyi,Zosterops murphyi,,,,,
Zosterops mysorensis,Zosterops mysorensis,,,,,
Zosterops natalis,Zosterops natalis,,,,,
Zosterops nehrkorni,Zosterops nehrkorni,,,,,
Zosterops nigrorum,Zosterops nigrorum,,,,,
Zosterops novaeguineae,Zosterops novaeguineae,,,,,
Zosterops oleagineus,Zosterops oleagineus,,,,,
Zosterops olivaceus,Zosterops olivaceus,,,,,
Zosterops rendovae,Zosterops rendovae,,,,,
Zosterops rennellianus,Zosterops rennellianus,,,,,
Zosterops rotensis,Zosterops rotensis,,,,,
Zosterops samoensis,Zosterops samoensis,,,,,
Zosterops sanctaecrucis,Zosterops sanctaecrucis,,,,,
Zosterops semperi,Zosterops semperi,,,,,
Zosterops somadikartai,Zosterops somadikartai,,,,,
Zosterops splendidus,Zosterops splendidus,,,,,
Zosterops stalkeri,Zosterops stalkeri,,,,,
Zosterops stresemanni,Zosterops stresemanni,,,,,
Woodfordia superciliosa,Zosterops superciliosus,,,,,
Zosterops tenuirostris,Zosterops tenuirostris,,,,,
Zosterops uropygialis,Zosterops uropygialis,,,,,
Zosterops vaughani,Zosterops vaughani,,,,,
Zosterops vellalavella,Zosterops vellalavella,,,,,
Zosterops xanthochroa,Zosterops xanthochroa,,,,,
Stachyris hypogrammica,Zosterornis hypogrammicus,,,,,
Stachyris latistriata,Zosterornis latistriatus,,,,,
Stachyris nigrorum,Zosterornis nigrorum,,,,,
Stachyris striata,Zosterornis striatus,,,,,
Stachyris whiteheadi,Zosterornis whiteheadi,,,,,
Carduelis flammea,Acanthis cabaret,,,,,
Carduelis flammea,Acanthis flammea,Acanthis flammea,,,,
Accipiter novaehollandiae,Accipiter hiogaster,,,,,
Accipiter novaehollandiae,Accipiter novaehollandiae,,,,,
Acridotheres grandis,Acridotheres grandis,,,,,
Acridotheres grandis,Acridotheres javanicus,,,,,
Acrocephalus arundinaceus,Acrocephalus arundinaceus,,,,,
Acrocephalus caffer,Acrocephalus caffer,,,,,
Acrocephalus luscinius,Acrocephalus hiwae,,,,,
Acrocephalus caffer,Acrocephalus longirostris,,,,,
Acrocephalus mendanae,Acrocephalus mendanae,,,,,
Acrocephalus arundinaceus,Acrocephalus orientalis,Acrocephalus orientalis,Acrocephalus orientalis,,,
Acrocephalus mendanae,Acrocephalus percernis,,,,,
Aegithalos caudatus,Aegithalos caudatus,Aegithalos caudatus,Aegithalos caudatus,,,
Aegithalos caudatus,Aegithalos glaucogularis,Aegithalos caudatus,Aegithalos caudatus,,,
Aegotheles bennettii,Aegotheles affinis,,,,,
Aegotheles bennettii,Aegotheles bennettii,,,,,
Collocalia infuscata,Aerodramus ceramensis,,,,,
Collocalia infuscata,Aerodramus infuscatus,,,,,
Collocalia infuscata,Aerodramus sororum,,,,,
Aethopyga boltoni,Aethopyga boltoni,,,,,
Aethopyga pulcherrima,Aethopyga decorosa,,,,,
Aethopyga flagrans,Aethopyga flagrans,,,,,
Aethopyga flagrans,Aethopyga guimarasensis,,,,,
Aethopyga pulcherrima,Aethopyga jefferyi,,,,,
Aethopyga siparaja,Aethopyga magnifica,Aethopyga siparaja,Aethopyga siparaja,,,
Aethopyga mystacalis,Aethopyga mystacalis,,,,,
Aethopyga pulcherrima,Aethopyga pulcherrima,,,,,
Aethopyga siparaja,Aethopyga siparaja,Aethopyga siparaja,Aethopyga siparaja,,,
Aethopyga mystacalis,Aethopyga temminckii,Aethopyga temminckii,Aethopyga temminckii,,,
Aethopyga boltoni,Aethopyga tibolii,,,,,
Aethopyga siparaja,Aethopyga vigorsii,Aethopyga siparaja,Aethopyga siparaja,,,
Agelaioides badius,Agelaioides badius,Agelaioides badius,Agelaioides badius,,,
Agelaioides badius,Agelaioides fringillarius,Agelaioides badius,Agelaioides badius,,,
Ailuroedus melanotis,Ailuroedus arfakianus,,,,,
Ailuroedus melanotis,Ailuroedus astigmaticus,,,,,
Ailuroedus buccoides,Ailuroedus buccoides,,,,,
Ailuroedus buccoides,Ailuroedus geislerorum,,,,,
Ailuroedus melanotis,Ailuroedus jobiensis,,,,,
Ailuroedus melanotis,Ailuroedus maculosus,Ailuroedus maculosus,Ailuroedus maculosus,,,
Ailuroedus melanotis,Ailuroedus melanocephalus,,,,,
Ailuroedus melanotis,Ailuroedus melanotis,,,,,
Ailuroedus buccoides,Ailuroedus stonii,,,,,
Calandrella rufescens,Alaudala heinei,,,,,
Calandrella rufescens,Alaudala rufescens,Alaudala rufescens,Alauda rufescens,Alaudala rufescens,,
Alcippe morrisonia,Alcippe davidi,Alcippe morrisonia,Alcippe morrisonia,,,
Alcippe morrisonia,Alcippe fratercula,Alcippe morrisonia,Alcippe morrisonia,,,
Alcippe morrisonia,Alcippe hueti,Alcippe morrisonia,Alcippe morrisonia,,,
Alcippe morrisonia,Alcippe morrisonia,Alcippe morrisonia,Alcippe morrisonia,,,
Alethe diademata,Alethe castanea,Alethe diademata,Alethe diademata,,,
Alethe diademata,Alethe diademata,Alethe diademata,Alethe diademata,,,
